DS43,,DS43_PL1,,DS43_PLE_490,,DS43_PLE_500,,DS43_PLE_510,,DS43_PLE_520,,DS43_PLE_530,
474,0.036125343,,,,,,,,,,,,
473.5,0.036384426,,,,,,,,,,,,
473,0.037028,,,,,,,,,,,,
472.5,0.036900941,,,,,,,,,,,,
472,0.036197085,,,,,,,,,,,,
471.5,0.036680445,,,,,,,,,,,,
471,0.03686377,,,,,,,,,,,,
470.5,0.037097353,,,,,,,,,,,,
470,0.037055939,,,,,,,,,,,,
469.5,0.036793638,,,,,,,,,,,,
469,0.037697688,,,,,,,,,,,,
468.5,0.03735064,,,,,,,,,,,,
468,0.038352121,,,,,,,,,,,,
467.5,0.037407745,,,,,,,,,,,,
467,0.037777424,,,,,,,,,,,,
466.5,0.038209829,,,,,,,,,,,,
466,0.037776381,,,,,,,,,,,,
465.5,0.037236515,,,,,,,,,,,,
465,0.038161751,,,,,,,,,,,,
464.5,0.038074598,,,,,,,,,,,,
464,0.038546901,,,,,,,,,,,,
463.5,0.038920809,,,,,,,,,,,,
463,0.038225632,,,,,,,,,,,,
462.5,0.03817074,,,,,,,,,,,,
462,0.038182836,,,,,,,,,,,,
461.5,0.038602181,,,,,,,,,,,,
461,0.039643675,,,,,,,,,,,,
460.5,0.038966678,,,,,,,,,,,,
460,0.039377853,,,,,,,,,,,,
459.5,0.039527185,,,,,,,,,,,,
459,0.03904359,,,,,,,,,,,,
458.5,0.039860003,,,,,,,,,,,,
458,0.039598554,,,,,,,,,,,,
457.5,0.039234433,,,,,,,,,,,,
457,0.039854754,,,,,,,,,,,,
456.5,0.03959918,,,,,,,,,,,,
456,0.039859068,,,,,,,,,,,,
455.5,0.040351722,,,,,,,,,,,,
455,0.040697739,,,,,,,,,,,,
454.5,0.039989211,,,,,,,,,,,,
454,0.040287215,,,,,,,,,,,,
453.5,0.040863626,,,,,,,,,,,,
453,0.040580627,,,,,,,,,,,,
452.5,0.040810898,,,,,,,,,,,,
452,0.040952679,,,,,,,,,,,,
451.5,0.041598819,,,,,,,,,,,,
451,0.041217417,,,,,,,,,,,,
450.5,0.041815698,,,,,,,,,,,,
450,0.041632582,,,,,,,,,,,,
449.5,0.041972972,,,,,,,,,,,,
449,0.042272117,,,,,,,,,,,,
448.5,0.04163694,,,,,,,,,,,,
448,0.042509168,,,,,,,,,,,,
447.5,0.04207851,,,,,,,,,,,,
447,0.042618863,,,,,,,,,,,,
446.5,0.042055409,,,,,,,,,,,,
446,0.041848391,,,,,,,,,,,,
445.5,0.04272873,,,,,,,,,,,,
445,0.042046085,,,,,,,,,,,,
444.5,0.043181449,,,,,,,,,,,,
444,0.043063696,,,,,,,,,,,,
443.5,0.042592339,,,,,,,,,,,,
443,0.042899054,,,,,,,,,,,,
442.5,0.044285562,,,,,,,,,,,,
442,0.043436136,,,,,,,,,,,,
441.5,0.04333942,,,,,,,,,,,,
441,0.043150257,,,,,,,,,,,,
440.5,0.04444563,,,,,,,,,,,,
440,0.044094611,,,,,,,,,,,,
439.5,0.044162463,,,,,,,,,,,,
439,0.04436205,,,,,,,,,,,,
438.5,0.045157306,,,,,,,,,,,,
438,0.044833381,,,,,,,,,,,,
437.5,0.044803157,,,,,,,,,,,,
437,0.045680627,,,,,,,,,,,,
436.5,0.044893485,,,,,,,,,,,,
436,0.045140129,,,,,,,,,,,,
435.5,0.045312751,,,,,,,,,,,,
435,0.045952354,,,,,,,,,,,,
434.5,0.046073053,,,,,,,,,,,,
434,0.046093199,,,,,,,,,,,,
433.5,0.04606292,,,,,,,,,,,,
433,0.046137646,,,,,,,,,,,,
432.5,0.046322096,,,,,,,,,,,,
432,0.046975877,,,,,,,,,,,,
431.5,0.046461336,,,,,,,,,,,,
431,0.047263656,,,,,,,,,,,,
430.5,0.046914045,,,,,,,,,,,,
430,0.048327226,,,,,,,,,,,,
429.5,0.047648441,,,,,,,,,,,,
429,0.048492782,,,,,,,,,,,,
428.5,0.04932186,,,,,,,,,,,,
428,0.048882224,,,,,,,,,,,,
427.5,0.04907874,,,,,,,,,,,,
427,0.04916019,,,,,,,,,,,,
426.5,0.050160196,,,,,,,,,,,,
426,0.049556062,,,,,,,,,,,,
425.5,0.049823429,,,,,,,,,,,,
425,0.050772037,,,,,,,,,,,,
424.5,0.050840244,,,,,,,,,,,,
424,0.050673179,,,,,,,,,,,,
423.5,0.05083032,,,,,,,,,,,,
423,0.050856568,,,,,,,,,,,,
422.5,0.050902929,,,,,,,,,,,,
422,0.052015904,,,,,,,,,,,,
421.5,0.051623642,,,,,,,,,,,,
421,0.051678397,,,,,,,,,,,,
420.5,0.051357146,,,,,,,,,,,,
420,0.052286893,,,,,,,,,,,,
419.5,0.053231038,,,,,,,,,,,,
419,0.051953785,,,,,,,,,,,,
418.5,0.053627037,,,,,,,,,,,,
418,0.052926563,,,,,,,,,,,,
417.5,0.053724755,,,,,,,,,,,,
417,0.054203168,,,,,,,,,,,,
416.5,0.055151373,,,,,,,,,,,,
416,0.054854333,,,,,,,,,,,,
415.5,0.055462945,,,,,,,,,,,,
415,0.055887245,,,,,,,,,,,,
414.5,0.056235172,,,,,,,,,,,,
414,0.057238419,,,,,,,,,,,,
413.5,0.056909077,,,,,,,,,,,,
413,0.057082985,,,,,,,,,,,,
412.5,0.05790773,,,,,,,,,,,,
412,0.057974257,,,,,,,,,,,,
411.5,0.059061509,,,,,,,,,,,,
411,0.058343843,,,,,,,,,,,,
410.5,0.060380485,,,,,,,,,,,,
410,0.06030428,,,,,,,,,,,,
409.5,0.060822248,,,,,,,,,,,,
409,0.061192002,,,,,,,,,,,,
408.5,0.061532333,,,,,,,,,,,,
408,0.06168877,,,,,,,,,,,,
407.5,0.062101819,,,,,,,,,,,,
407,0.062435005,,,,,,,,,,,,
406.5,0.062440503,,,,,,,,,,,,
406,0.062667146,,,,,,,,,,,,
405.5,0.062884003,,,,,,,,,,,,
405,0.063268669,,,,,,,,,,,,
404.5,0.063482828,,,,,,,,,,,,
404,0.063253246,,,,,,,,,,,,
403.5,0.064964078,,,,,,,,,,,,
403,0.064546138,,,,,,,,,,,,
402.5,0.065262973,,,,,,,,,,,,
402,0.06542109,,,,,,,,,,,,
401.5,0.065043874,,,,,,,,,,,,
401,0.065687388,,,,,,,,,,,,
400.5,0.065313756,,,,,,,,,,,,
400,0.065606028,,,,,,,,,,,,
399.5,0.066359065,,,,,,,,,,,,
399,0.067099959,,,,,,,,,,,,
398.5,0.065966532,,,,,,,,,,,,
398,0.066347994,,,,,,,,,,,,
397.5,0.066838622,,,,,,,,,,,,
397,0.066967264,,,,,,,,,,,,
396.5,0.067631513,,,,,,,,,,,,
396,0.067325935,,,,,,,,,,,,
395.5,0.066979401,,,,,,,,,,,,
395,0.068761565,,,,,,,,,,,,
394.5,0.06834653,,,,,,,,,,,,
394,0.067857616,,,,,,,,,,,,
393.5,0.068415187,,,,,,,,,,,,
393,0.068781428,,,,,,,,,,,,
392.5,0.06836392,,,,,,,,,,,,
392,0.069299348,,,,,,,,,,,,
391.5,0.069564871,,,,,,,,,,,,
391,0.069066785,,,,,,,,,,,,
390.5,0.070130087,,,,,,,,,,,,
390,0.069988705,,,,,,,,,,,,
389.5,0.069410466,,,,,,,,,,,,
389,0.070982784,,,,,,,,,,,,
388.5,0.071084976,,,,,,,,,,,,
388,0.071175262,,,,,,,,,,,,
387.5,0.070801482,,,,,,,,,,,,
387,0.072228946,,,,,,,,,,,,
386.5,0.072614633,,,,,,,,,,,,
386,0.072551824,,,,,,,,,,,,
385.5,0.072944537,,,,,,,,,,,,
385,0.072866827,,,,,,,,,,,,
384.5,0.073244289,,,,,,,,,,,,
384,0.074065521,,,,,,,,,,,,
383.5,0.074563719,,,,,,,,,,,,
383,0.074672624,,,,,,,,,,,,
382.5,0.07452134,,,,,,,,,,,,
382,0.074657932,,,,,,,,,,,,
381.5,0.075926788,,,,,,,,,,,,
381,0.076362282,,,,,,,,,,,,
380.5,0.075537466,,,,,,,,,,,,
380,0.077054419,,,,,,,,,,,,
379.5,0.077152699,,,,,,,,,,,,
379,0.077218562,,,,,,,,,,,,
378.5,0.077663243,,,,,,,,,,,,
378,0.07753858,,,,,,,,,,,,
377.5,0.07821279,,,,,,,,,,,,
377,0.079278186,,,,,,,,,,,,
376.5,0.079055063,,,,,,,,,,,,
376,0.079188123,,,,,,,,,,,,
375.5,0.080154128,,,,,,,,,,,,
375,0.080293,,,,,,,,,,,,
374.5,0.0811968,,,,,,,,,,,,
374,0.081462517,,,,,,,,,,,,
373.5,0.081806399,,,,,,,,,,,,
373,0.081509955,,,,,,,,,,,,
372.5,0.083568744,,,,,,,,,,,,
372,0.082706191,,,,,,,,,,,,
371.5,0.084160067,,,,,,,,,,,,
371,0.084821738,,,,,,,,,,,,
370.5,0.085599475,,,,,,,,,,,,
370,0.085612938,,,,,,,,,,,,
369.5,0.0851698,,,,,,,,,,,,
369,0.087041259,,,,,,,,,,,,
368.5,0.088125199,,,,,,,,,,,,
368,0.088861384,,,,,,,,,,,,
367.5,0.088861801,,,,,,,,,,,,
367,0.089439549,,,,,,,,,,,,
366.5,0.089487955,,,,,,,,,,,,
366,0.090882353,,,,,,,,,,,,
365.5,0.091303185,,,,,,,,,,,,
365,0.093153514,,,,,,,,,,,,
364.5,0.093450703,,,,,,,,,,,,
364,0.094499409,,,,,,,,,,,,
363.5,0.095730141,,,,,,,,,,,,
363,0.096666813,,,,,,,,,,,,
362.5,0.097469829,,,,,,,,,,,,
362,0.098422438,,,,,,,,,,,,
361.5,0.099137336,,,,,,,,,,,,
361,0.100729533,,,,,,,,,,,,
360.5,0.100022659,,,,,,,,,,,,
360,0.101125382,,,,,,,,,,,,
359.5,0.101372853,,,,,,,,,,,,
359,0.101775274,,,,,,,,,,,,
358.5,0.102886006,,,,,,,,,,,,
358,0.102218628,,,,,,,,,,,,
357.5,0.103838451,,,,,,,,,,,,
357,0.10410323,,,,,,,,,,,,
356.5,0.104897581,,,,,,,,,,,,
356,0.104906149,,,,,,,,,,,,
355.5,0.106729001,,,,,,,,,,,,
355,0.105758876,,,,,,,,,,,,
354.5,0.105930693,,,,,,,,,,,,
354,0.106965408,,,,,,,,,,,,
353.5,0.107043833,,,,,,,,,,,,
353,0.107353993,,,,,,,,,,,,
352.5,0.107576259,,,,,,,,,,,,
352,0.109249145,,,,,,,,,,,,
351.5,0.110289238,,,,,,,,,,,,
351,0.109135374,,,,,,,,,,,,
350.5,0.110355318,,,,,,,,,,,,
350,0.111365348,,,,,,,,,,,,
