Labels,Decay4,
17.382813,4.947E+3,
17.431641,4.954E+3,
17.480469,4.972E+3,
17.52930,4.838E+3,
17.578125,4.923E+3,
17.626953,4.843E+3,
17.675781,4.828E+3,
17.724609,4.844E+3,
17.773438,4.760E+3,
17.822266,4.635E+3,
17.871094,4.720E+3,
17.919922,4.608E+3,
17.968750,4.630E+3,
18.017578,4.371E+3,
18.066406,4.436E+3,
18.115234,4.510E+3,
18.164063,4.470E+3,
18.212891,4.391E+3,
18.261719,4.375E+3,
18.310547,4.372E+3,
18.359375,4.226E+3,
18.40820,4.316E+3,
18.457031,4.418E+3,
18.505859,4.154E+3,
18.554688,4.140E+3,
18.603516,4.090E+3,
18.652344,4.073E+3,
18.701172,4.032E+3,
18.750,4.067E+3,
18.798828,3.995E+3,
18.847656,3.906E+3,
18.896484,3.844E+3,
18.945313,3.893E+3,
18.994141,3.802E+3,
19.042969,3.855E+3,
19.09180,3.711E+3,
19.140625,3.643E+3,
19.189453,3.848E+3,
19.238281,3.699E+3,
19.287109,3.620E+3,
19.335938,3.611E+3,
19.384766,3.511E+3,
19.433594,3.660E+3,
19.482422,3.497E+3,
19.531250,3.652E+3,
19.580078,3.405E+3,
19.628906,3.568E+3,
19.677734,3.450E+3,
19.726563,3.433E+3,
19.775391,3.483E+3,
19.824219,3.324E+3,
19.873047,3.410E+3,
19.921875,3.390E+3,
19.97070,3.265E+3,
20.019531,3.196E+3,
20.068359,3.191E+3,
20.117188,3.267E+3,
20.166016,3.225E+3,
20.214844,3.217E+3,
20.263672,3.138E+3,
20.31250,3.158E+3,
20.361328,3.140E+3,
20.410156,3.072E+3,
20.458984,3.021E+3,
20.507813,2.930E+3,
20.556641,3.057E+3,
20.605469,2.896E+3,
20.65430,2.922E+3,
20.703125,2.976E+3,
20.751953,2.922E+3,
20.800781,2.791E+3,
20.849609,2.787E+3,
20.898438,3.006E+3,
20.947266,2.852E+3,
20.996094,2.779E+3,
21.044922,2.770E+3,
21.093750,2.710E+3,
21.142578,2.832E+3,
21.191406,2.792E+3,
21.240234,2.662E+3,
21.289063,2.748E+3,
21.337891,2.775E+3,
21.386719,2.721E+3,
21.435547,2.638E+3,
21.484375,2.589E+3,
21.53320,2.531E+3,
21.582031,2.529E+3,
21.630859,2.591E+3,
21.679688,2.541E+3,
21.728516,2.545E+3,
21.777344,2.485E+3,
21.826172,2.442E+3,
21.8750,2.411E+3,
21.923828,2.402E+3,
21.972656,2.447E+3,
22.021484,2.364E+3,
22.070313,2.416E+3,
22.119141,2.368E+3,
22.167969,2.327E+3,
22.21680,2.304E+3,
22.265625,2.246E+3,
22.314453,2.209E+3,
22.363281,2.216E+3,
22.412109,2.324E+3,
22.460938,2.312E+3,
22.509766,2.210E+3,
22.558594,2.273E+3,
22.607422,2.096E+3,
22.656250,2.171E+3,
22.705078,2.158E+3,
22.753906,2.118E+3,
22.802734,2.098E+3,
22.851563,2.060E+3,
22.900391,2.056E+3,
22.949219,2.049E+3,
22.998047,2.090E+3,
23.046875,2.042E+3,
23.09570,2.096E+3,
23.144531,2.071E+3,
23.193359,2.035E+3,
23.242188,2.064E+3,
23.291016,1.933E+3,
23.339844,1.996E+3,
23.388672,1.951E+3,
23.43750,1.939E+3,
23.486328,2.013E+3,
23.535156,1.875E+3,
23.583984,2.113E+3,
23.632813,1.925E+3,
23.681641,1.969E+3,
23.730469,1.857E+3,
23.77930,1.937E+3,
23.828125,1.813E+3,
23.876953,1.863E+3,
23.925781,1.838E+3,
23.974609,1.814E+3,
24.023438,1.830E+3,
24.072266,1.793E+3,
24.121094,1.792E+3,
24.169922,1.715E+3,
24.218750,1.788E+3,
24.267578,1.671E+3,
24.316406,1.661E+3,
24.365234,1.684E+3,
24.414063,1.694E+3,
24.462891,1.610E+3,
24.511719,1.656E+3,
24.560547,1.699E+3,
24.609375,1.668E+3,
24.65820,1.591E+3,
24.707031,1.587E+3,
24.755859,1.620E+3,
24.804688,1.607E+3,
24.853516,1.540E+3,
24.902344,1.631E+3,
24.951172,1.548E+3,
25.00,1.543E+3,
25.048828,1.575E+3,
25.097656,1.616E+3,
25.146484,1.573E+3,
25.195313,1.509E+3,
25.244141,1.490E+3,
25.292969,1.475E+3,
25.34180,1.465E+3,
25.390625,1.456E+3,
25.439453,1.461E+3,
25.488281,1.388E+3,
25.537109,1.468E+3,
25.585938,1.380E+3,
25.634766,1.463E+3,
25.683594,1.409E+3,
25.732422,1.365E+3,
25.781250,1.406E+3,
25.830078,1.445E+3,
25.878906,1.345E+3,
25.927734,1.383E+3,
25.976563,1.369E+3,
26.025391,1.396E+3,
26.074219,1.299E+3,
26.123047,1.308E+3,
26.171875,1.337E+3,
26.22070,1.357E+3,
26.269531,1.349E+3,
26.318359,1.279E+3,
26.367188,1.265E+3,
26.416016,1.342E+3,
26.464844,1.256E+3,
26.513672,1.287E+3,
26.56250,1.248E+3,
26.611328,1.287E+3,
26.660156,1.279E+3,
26.708984,1.255E+3,
26.757813,1.104E+3,
26.806641,1.223E+3,
26.855469,1.191E+3,
26.90430,1.240E+3,
26.953125,1.167E+3,
27.001953,1.161E+3,
27.050781,1.123E+3,
27.099609,1.170E+3,
27.148438,1.154E+3,
27.197266,1.087E+3,
27.246094,1.181E+3,
27.294922,1.056E+3,
27.343750,1.129E+3,
27.392578,1.125E+3,
27.441406,1.110E+3,
27.490234,1.163E+3,
27.539063,1.139E+3,
27.587891,1.118E+3,
27.636719,1.068E+3,
27.685547,1.100E+3,
27.734375,1.056E+3,
27.78320,1.053E+3,
27.832031,1.084E+3,
27.880859,1.041E+3,
27.929688,1.053E+3,
27.978516,1.031E+3,
28.027344,1.014E+3,
28.076172,1.013E+3,
28.1250,1.036E+3,
28.173828,9.940E+2,
28.222656,1.061E+3,
28.271484,1.035E+3,
28.320313,1.010E+3,
28.369141,9.950E+2,
28.417969,9.800E+2,
28.46680,9.170E+2,
28.515625,9.610E+2,
28.564453,9.800E+2,
28.613281,9.480E+2,
28.662109,9.510E+2,
28.710938,9.160E+2,
28.759766,9.910E+2,
28.808594,9.340E+2,
28.857422,8.670E+2,
28.906250,9.200E+2,
28.955078,9.780E+2,
29.003906,8.730E+2,
29.052734,8.930E+2,
29.101563,9.130E+2,
29.150391,8.730E+2,
29.199219,8.760E+2,
29.248047,8.450E+2,
29.296875,8.270E+2,
29.34570,8.540E+2,
29.394531,8.820E+2,
29.443359,8.520E+2,
29.492188,8.520E+2,
29.541016,8.200E+2,
29.589844,8.390E+2,
29.638672,8.570E+2,
29.68750,8.540E+2,
29.736328,8.010E+2,
29.785156,8.500E+2,
29.833984,8.330E+2,
29.882813,7.930E+2,
29.931641,7.850E+2,
29.980469,8.200E+2,
30.02930,7.940E+2,
30.078125,7.620E+2,
30.126953,8.040E+2,
30.175781,7.580E+2,
30.224609,7.630E+2,
30.273438,7.440E+2,
30.322266,7.970E+2,
30.371094,7.610E+2,
30.419922,8.000E+2,
30.468750,7.280E+2,
30.517578,7.830E+2,
30.566406,7.530E+2,
30.615234,7.140E+2,
30.664063,7.160E+2,
30.712891,7.530E+2,
30.761719,7.640E+2,
30.810547,6.820E+2,
30.859375,7.470E+2,
30.90820,7.490E+2,
30.957031,6.990E+2,
31.005859,7.100E+2,
31.054688,7.180E+2,
31.103516,7.210E+2,
31.152344,6.900E+2,
31.201172,6.880E+2,
31.250,6.780E+2,
31.298828,7.010E+2,
31.347656,6.340E+2,
31.396484,7.190E+2,
31.445313,7.100E+2,
31.494141,6.590E+2,
31.542969,6.990E+2,
31.59180,6.650E+2,
31.640625,6.140E+2,
31.689453,6.490E+2,
31.738281,6.240E+2,
31.787109,6.730E+2,
31.835938,6.170E+2,
31.884766,6.590E+2,
31.933594,6.510E+2,
31.982422,6.400E+2,
32.031250,6.140E+2,
32.080078,5.760E+2,
32.128906,6.240E+2,
32.177734,6.190E+2,
32.226563,5.830E+2,
32.275391,5.850E+2,
32.324219,5.970E+2,
32.373047,5.840E+2,
32.421875,6.210E+2,
32.47070,5.700E+2,
32.519531,5.390E+2,
32.568359,5.920E+2,
32.617188,6.020E+2,
32.666016,5.540E+2,
32.714844,5.780E+2,
32.763672,6.270E+2,
32.81250,5.580E+2,
32.861328,5.700E+2,
32.910156,5.710E+2,
32.958984,5.770E+2,
33.007813,5.490E+2,
33.056641,5.340E+2,
33.105469,5.490E+2,
33.15430,5.290E+2,
33.203125,5.010E+2,
33.251953,5.450E+2,
33.300781,5.270E+2,
33.349609,5.470E+2,
33.398438,5.230E+2,
33.447266,5.240E+2,
33.496094,4.900E+2,
33.544922,4.960E+2,
33.593750,4.880E+2,
33.642578,5.280E+2,
33.691406,5.230E+2,
33.740234,5.170E+2,
33.789063,5.010E+2,
33.837891,5.090E+2,
33.886719,5.000E+2,
33.935547,5.060E+2,
33.984375,4.890E+2,
34.03320,4.650E+2,
34.082031,4.730E+2,
34.130859,4.640E+2,
34.179688,4.670E+2,
34.228516,4.960E+2,
34.277344,4.720E+2,
34.326172,4.730E+2,
34.3750,4.560E+2,
34.423828,4.870E+2,
34.472656,4.550E+2,
34.521484,4.660E+2,
34.570313,4.780E+2,
34.619141,4.770E+2,
34.667969,4.510E+2,
34.71680,4.720E+2,
34.765625,4.820E+2,
34.814453,4.710E+2,
34.863281,4.350E+2,
34.912109,4.330E+2,
34.960938,4.880E+2,
35.009766,4.270E+2,
35.058594,4.380E+2,
35.107422,4.340E+2,
35.156250,4.200E+2,
35.205078,4.280E+2,
35.253906,4.270E+2,
35.302734,4.300E+2,
35.351563,4.230E+2,
35.400391,4.310E+2,
35.449219,4.310E+2,
35.498047,4.160E+2,
35.546875,3.840E+2,
35.59570,4.010E+2,
35.644531,3.960E+2,
35.693359,3.920E+2,
35.742188,4.080E+2,
35.791016,3.700E+2,
35.839844,3.910E+2,
35.888672,4.180E+2,
35.93750,4.030E+2,
35.986328,3.610E+2,
36.035156,4.150E+2,
36.083984,3.840E+2,
36.132813,3.740E+2,
36.181641,3.540E+2,
36.230469,3.680E+2,
36.27930,4.020E+2,
36.328125,3.860E+2,
36.376953,3.840E+2,
36.425781,3.610E+2,
36.474609,3.630E+2,
36.523438,3.850E+2,
36.572266,3.640E+2,
36.621094,3.490E+2,
36.669922,3.510E+2,
36.718750,3.580E+2,
36.767578,3.560E+2,
36.816406,3.430E+2,
36.865234,3.650E+2,
36.914063,3.500E+2,
36.962891,3.400E+2,
37.011719,3.540E+2,
37.060547,3.710E+2,
37.109375,3.510E+2,
37.15820,3.670E+2,
37.207031,3.650E+2,
37.255859,3.210E+2,
37.304688,3.230E+2,
37.353516,3.190E+2,
37.402344,3.180E+2,
37.451172,3.210E+2,
37.50,3.520E+2,
37.548828,3.180E+2,
37.597656,3.110E+2,
37.646484,3.330E+2,
37.695313,3.250E+2,
37.744141,3.080E+2,
37.792969,3.340E+2,
37.84180,2.890E+2,
37.890625,3.130E+2,
37.939453,3.080E+2,
37.988281,3.030E+2,
38.037109,3.200E+2,
38.085938,3.140E+2,
38.134766,3.050E+2,
38.183594,3.020E+2,
38.232422,3.560E+2,
38.281250,3.320E+2,
38.330078,3.080E+2,
38.378906,3.250E+2,
38.427734,3.080E+2,
38.476563,2.920E+2,
38.525391,2.750E+2,
38.574219,3.270E+2,
38.623047,3.050E+2,
38.671875,3.010E+2,
38.72070,3.340E+2,
38.769531,2.710E+2,
38.818359,2.620E+2,
38.867188,2.870E+2,
38.916016,2.710E+2,
38.964844,2.900E+2,
39.013672,2.850E+2,
39.06250,2.990E+2,
39.111328,3.110E+2,
39.160156,2.600E+2,
39.208984,2.830E+2,
39.257813,2.700E+2,
39.306641,2.890E+2,
39.355469,2.580E+2,
39.40430,2.380E+2,
39.453125,2.670E+2,
39.501953,2.660E+2,
39.550781,2.480E+2,
39.599609,2.660E+2,
39.648438,2.610E+2,
39.697266,2.660E+2,
39.746094,2.660E+2,
39.794922,2.800E+2,
39.843750,2.650E+2,
39.892578,2.430E+2,
39.941406,2.570E+2,
39.990234,2.340E+2,
40.039063,2.810E+2,
40.087891,2.090E+2,
40.136719,2.440E+2,
40.185547,2.580E+2,
40.234375,2.560E+2,
40.28320,2.580E+2,
40.332031,2.390E+2,
40.380859,2.740E+2,
40.429688,2.540E+2,
40.478516,2.530E+2,
40.527344,2.600E+2,
40.576172,2.600E+2,
40.6250,2.200E+2,
40.673828,2.450E+2,
40.722656,2.520E+2,
40.771484,2.330E+2,
40.820313,2.340E+2,
40.869141,2.220E+2,
40.917969,2.270E+2,
40.96680,2.050E+2,
41.015625,1.980E+2,
41.064453,2.370E+2,
41.113281,2.320E+2,
41.162109,2.070E+2,
41.210938,2.170E+2,
41.259766,2.560E+2,
41.308594,2.190E+2,
41.357422,2.320E+2,
41.406250,2.440E+2,
41.455078,2.640E+2,
41.503906,2.270E+2,
41.552734,2.180E+2,
41.601563,2.100E+2,
41.650391,1.970E+2,
41.699219,2.280E+2,
41.748047,1.850E+2,
41.796875,2.200E+2,
41.84570,2.250E+2,
41.894531,2.270E+2,
41.943359,2.310E+2,
41.992188,2.010E+2,
42.041016,2.310E+2,
42.089844,2.210E+2,
42.138672,2.000E+2,
42.18750,2.200E+2,
42.236328,2.180E+2,
42.285156,2.080E+2,
42.333984,1.930E+2,
42.382813,2.050E+2,
42.431641,2.020E+2,
42.480469,2.230E+2,
42.52930,2.050E+2,
42.578125,1.900E+2,
42.626953,1.730E+2,
42.675781,1.960E+2,
42.724609,1.850E+2,
42.773438,1.820E+2,
42.822266,2.260E+2,
42.871094,1.990E+2,
42.919922,1.730E+2,
42.968750,1.820E+2,
43.017578,1.940E+2,
43.066406,2.000E+2,
43.115234,1.960E+2,
43.164063,1.930E+2,
43.212891,1.570E+2,
43.261719,1.850E+2,
43.310547,1.820E+2,
43.359375,1.760E+2,
43.40820,2.020E+2,
43.457031,1.920E+2,
43.505859,2.040E+2,
43.554688,1.830E+2,
43.603516,1.670E+2,
43.652344,1.840E+2,
43.701172,1.970E+2,
43.750,1.750E+2,
43.798828,1.880E+2,
43.847656,1.770E+2,
43.896484,1.970E+2,
43.945313,1.740E+2,
43.994141,1.610E+2,
44.042969,1.900E+2,
44.09180,1.680E+2,
44.140625,1.900E+2,
44.189453,1.520E+2,
44.238281,1.480E+2,
44.287109,1.750E+2,
44.335938,1.640E+2,
44.384766,1.730E+2,
44.433594,1.550E+2,
44.482422,1.640E+2,
44.531250,1.740E+2,
44.580078,1.690E+2,
44.628906,1.380E+2,
44.677734,1.990E+2,
44.726563,1.920E+2,
44.775391,1.630E+2,
44.824219,1.320E+2,
44.873047,1.590E+2,
44.921875,1.550E+2,
44.97070,1.570E+2,
45.019531,1.420E+2,
45.068359,1.550E+2,
45.117188,1.580E+2,
45.166016,1.230E+2,
45.214844,1.640E+2,
45.263672,1.550E+2,
45.31250,1.450E+2,
45.361328,1.520E+2,
45.410156,1.420E+2,
45.458984,1.340E+2,
45.507813,1.690E+2,
45.556641,1.550E+2,
45.605469,1.320E+2,
45.65430,1.630E+2,
45.703125,1.470E+2,
45.751953,1.380E+2,
45.800781,1.640E+2,
45.849609,1.580E+2,
45.898438,1.470E+2,
45.947266,1.390E+2,
45.996094,1.280E+2,
46.044922,1.390E+2,
46.093750,1.380E+2,
46.142578,1.380E+2,
46.191406,1.470E+2,
46.240234,1.480E+2,
46.289063,1.370E+2,
46.337891,1.450E+2,
46.386719,1.500E+2,
46.435547,1.270E+2,
46.484375,1.390E+2,
46.53320,1.240E+2,
46.582031,1.290E+2,
46.630859,1.360E+2,
46.679688,1.210E+2,
46.728516,1.330E+2,
46.777344,1.300E+2,
46.826172,1.210E+2,
46.8750,1.240E+2,
46.923828,1.290E+2,
46.972656,1.190E+2,
47.021484,1.160E+2,
47.070313,1.230E+2,
47.119141,1.460E+2,
47.167969,1.330E+2,
47.21680,1.390E+2,
47.265625,1.330E+2,
47.314453,1.190E+2,
47.363281,1.380E+2,
47.412109,1.150E+2,
47.460938,1.150E+2,
47.509766,1.410E+2,
47.558594,1.160E+2,
47.607422,1.080E+2,
47.656250,1.240E+2,
47.705078,1.270E+2,
47.753906,1.360E+2,
47.802734,1.240E+2,
47.851563,1.100E+2,
47.900391,1.270E+2,
47.949219,1.010E+2,
47.998047,1.250E+2,
48.046875,1.080E+2,
48.09570,1.380E+2,
48.144531,1.190E+2,
48.193359,1.300E+2,
48.242188,1.360E+2,
48.291016,1.140E+2,
48.339844,1.240E+2,
48.388672,1.310E+2,
48.43750,1.340E+2,
48.486328,1.330E+2,
48.535156,1.360E+2,
48.583984,1.260E+2,
48.632813,1.240E+2,
48.681641,1.180E+2,
48.730469,9.800E+1,
48.77930,1.200E+2,
48.828125,1.180E+2,
48.876953,1.050E+2,
48.925781,1.230E+2,
48.974609,1.240E+2,
49.023438,1.140E+2,
49.072266,1.380E+2,
49.121094,1.010E+2,
49.169922,1.130E+2,
49.218750,1.250E+2,
49.267578,1.090E+2,
49.316406,1.050E+2,
49.365234,1.130E+2,
49.414063,1.270E+2,
49.462891,1.030E+2,
49.511719,1.100E+2,
49.560547,8.400E+1,
49.609375,9.500E+1,
49.65820,1.100E+2,
49.707031,1.180E+2,
49.755859,1.050E+2,
49.804688,1.240E+2,
49.853516,9.800E+1,
49.902344,1.200E+2,
49.951172,1.030E+2,
50.00,9.200E+1,
50.048828,1.100E+2,
50.097656,1.110E+2,
50.146484,1.040E+2,
50.195313,9.100E+1,
50.244141,1.040E+2,
50.292969,1.030E+2,
50.34180,8.500E+1,
50.390625,9.400E+1,
50.439453,1.190E+2,
50.488281,9.600E+1,
50.537109,8.400E+1,
50.585938,9.200E+1,
50.634766,1.010E+2,
50.683594,9.300E+1,
50.732422,8.500E+1,
50.781250,9.400E+1,
50.830078,8.300E+1,
50.878906,8.300E+1,
50.927734,8.300E+1,
50.976563,8.200E+1,
51.025391,9.800E+1,
51.074219,1.000E+2,
51.123047,1.140E+2,
51.171875,1.000E+2,
51.22070,8.700E+1,
51.269531,9.700E+1,
51.318359,7.500E+1,
51.367188,9.500E+1,
51.416016,7.500E+1,
51.464844,8.500E+1,
51.513672,8.900E+1,
51.56250,9.300E+1,
51.611328,9.200E+1,
51.660156,1.050E+2,
51.708984,7.900E+1,
51.757813,9.100E+1,
51.806641,9.400E+1,
51.855469,1.010E+2,
51.90430,9.400E+1,
51.953125,8.900E+1,
52.001953,8.700E+1,
52.050781,7.000E+1,
52.099609,8.100E+1,
52.148438,8.500E+1,
52.197266,1.030E+2,
